component_a,component_b,hvtype,kijsrk,kijtsrk,kij_pr,kijtpr,kijpcsaft,hvalpha,hvgij,hvgji,wstype,nrtlalpha,nrtlgij,nrtlgji,gijvisc,hvgijt,hvgjit,wsgijt,wsgjit,cpakij_srk,cpakijt_srk,cpakijx_srk,cpakjix_srk,cpakij_pr,kijwsunifac,cpabetacross,cpaepscross,kijwhitsonsoriede
meg,cacl2,HV,0.0,0.0,-0.0385,0.0,0.0,-0.0145,1506.3,-863.3,WS,0.327,1229.0,-946.4,0.0,4.11,-0.603,0.0,0.0,-0.115,0.0,-0.115,-0.115,-0.115,0.0,0.0,0.0,0.0
n-nonane,h2s,Classic,0.0542,0.0,0.0542,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0
nc10,nitrogen,Classic,0.1293,0.0,0.1293,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0
nc11,nc13,Classic,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
nc14,nc16,Classic,-0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
n-octane,teg,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.109,0.109,0.0,0.0,0.0,0.0,0.0
n-nonane,teg,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
nc10,teg,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.091,0.091,0.0,0.0,0.0,0.0,0.0
cos,teg,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0
cos,meg,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
cos,methane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
m-cy-c6,meg,Classic,0.0,0.0,0.0,0.0,0.0,0.3656,2063.0,601.7,Classic,0.3656,2063.0,601.7,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.061,0.061,0.061,0.0,0.0,0.0,0.19
deg,benzene,Classic,0.2,0.0,0.2,0.0,0.0,0.3656,2063.0,601.7,Classic,0.2,0.3656,2063.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.028,0.028,0.028,0.0,0.035,0.0,0.19
deg,toluene,Classic,0.2,0.0,0.2,0.0,0.0,0.3656,2063.0,601.7,Classic,0.2,0.3656,2063.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.046,0.046,0.046,0.0,0.033,0.0,0.0
i-propanol,water,Classic,0.0,0.0,0.0,0.0,0.0,0.2245,2207.03,-2612.51,WS,0.3791,-268.88,885.99,0.0,-4.6,7.3,0.0,0.0,-0.08,0.0,-0.08,-0.08,-0.08,0.0,0.0,0.0,0.05
1-propanol,water,Classic,0.0,0.0,0.0,0.0,0.0,0.2245,2207.03,-2612.51,WS,0.3791,-268.88,885.99,0.0,-4.6,7.3,0.0,0.0,-0.16,0.0,-0.16,-0.16,-0.16,0.0,0.0,0.0,0.05
1-propanol,n-hexane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.017,0.017,0.017,0.0,0.0,0.0,0.05
1-propanol,c-hexane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.029,0.029,0.029,0.0,0.0,0.0,0.05
mercury,o-xylene,Classic,0.0608,0.0,0.0467,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
mercury,c-hexane,Classic,0.0522,0.0,0.0422,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methane,1-propanol,Classic,0.19,0.0,0.19,0.0,0.0,0.395,2005.0,494.0,WS,0.395,2005.0,494.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,-0.04,-0.04,0.0,0.0,0.0,0.0,0.0
ethane,1-propanol,Classic,0.19,0.0,0.19,0.0,0.0,0.395,2005.0,494.0,WS,0.395,2005.0,494.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0
mercury,i-butane,Classic,0.0415,0.0,0.0351,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s8,benzene,Classic,0.05,0.0,0.05,0.0,0.0,0.15,-123.6011438,4875.094236,Classic,0.0,26.6,-142.2,0.0,2.137853939,-6.549655038,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0
s8,toluene,Classic,0.05,0.0,0.05,0.0,0.0,0.15,-123.6011438,4875.094236,Classic,0.0,26.6,-142.2,0.0,2.137853939,-6.549655038,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0
s8,ethane,Classic,0.05,0.0,0.05,0.0,0.0,0.15,-123.6011438,4875.094236,Classic,0.0,26.6,-142.2,0.0,2.137853939,-6.549655038,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0
s8,propane,Classic,0.05,0.0,0.05,0.0,0.0,0.15,-123.6011438,4875.094236,Classic,0.0,26.6,-142.2,0.0,2.137853939,-6.549655038,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0
s8,water,Classic,0.05,0.0,0.2,0.0,0.0,0.15,-123.6011438,4875.094236,Classic,0.0,26.6,-142.2,0.0,2.137853939,-6.549655038,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0
mercury,ethane,Classic,0.0867,0.0,0.0877,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mercury,propane,Classic,0.0576,0.0,0.0533,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mercury,n-butane,Classic,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mercury,benzene,Classic,0.1184,0.0,0.1079,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044799998
mercury,toluene,Classic,0.0723,0.0,0.0583,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044799998
mercury,meg,Classic,0.193241,0.001035,0.19618,0.000986,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0474
mercury,water,Classic,-0.088416,0.00246,-0.084172,0.002422,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100000001
mercury,nitrogen,Classic,-0.0168,0.0,0.058,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100000001
mercury,co2,Classic,0.369,0.0,0.3651,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145
mercury,n-octane,Classic,-0.0116,0.0,-0.0293,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079999998
mercury,nc10,Classic,-0.0599,0.0,-0.0802,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079999998
mercury,m-cy-c6,Classic,0.0266,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155
n-octane,methane,Classic,0.044799998,0.0,0.044799998,0.0,0.035,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5091
n-nonane,methane,Classic,0.044799998,0.0,0.044799998,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0789
nc10,methane,Classic,0.041099999,0.0,0.041099999,0.0,0.043,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3012
n-octane,co2,Classic,0.100000001,0.0,0.100000001,0.0,0.11,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3012
n-nonane,co2,Classic,0.100000001,0.0,0.100000001,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nc10,co2,Classic,0.130400002,0.0,0.130400002,0.0,0.126,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n-octane,nitrogen,Classic,0.079999998,0.0,0.079999998,0.0,0.11,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n-nonane,nitrogen,Classic,0.079999998,0.0,0.079999998,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ammonia,water,Classic,-0.0789,0.0,-0.0789,0.0,0.0,0.357,410.67,-169.63,WS,0.303,-48.68,610.6,0.0,1.89,-1.11,0.0,0.0,-0.153,0.0,-0.153,-0.153,-0.153,0.0,0.0,0.0,0.0
co2,sulfuric acid,Classic,0.3012,0.0,0.3012,0.0,0.0,0.357,410.67,-169.63,WS,0.303,-48.68,610.6,0.0,1.89,-1.11,0.0,0.0,0.3012,0.0,0.3012,0.3012,0.3012,0.0,0.0,0.0,0.0
co2,nitric acid,Classic,0.4012,0.0,0.3012,0.0,0.0,0.357,410.67,-169.63,WS,0.303,-48.68,610.6,0.0,1.89,-1.11,0.0,0.0,0.4012,0.0,0.4012,0.4012,0.4012,0.0,0.0,0.0,0.0
mercury,methanol,Classic,0.173418,0.000925,0.189436,0.000816,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mercury,ethanol,Classic,-0.112608,0.001592,-0.117875,0.001565,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mercury,1-propanol,Classic,-0.102508,0.001346,-0.088412,0.001266,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mercury,teg,Classic,-0.220924,0.001693,-0.276395,0.001778,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mercury,mea,Classic,0.336695,0.000305,0.333385,0.000264,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mercury,mdea,Classic,0.184129,0.000491,0.04945,0.000782,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
